507,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA II","WEBER, MAX","306W","",5
508,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA II","WEBER, MAX","306W","",3
509,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA II","WEBER, MAX","306W","",3
510,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA II","WEBER, MAX","306W","",3
511,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA II","WEBER, MAX","306W","",4
512,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA II","WEBER, MAX","306W","",5
513,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA II","WEBER, MAX","306W","",3
514,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA I","WEBER, MAX","306W","",9
515,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA I","WEBER, MAX","306W","",4
516,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA I","WEBER, MAX","306W","",12
517,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",4
518,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",0
519,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",4
520,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",4
521,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",6
522,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",9
523,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",7
524,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",4
525,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",3
526,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z","",1
527,"CAPITAL I, EL","MARX, CARLOS","330M","",11
528,"CAPITAL I, EL","MARX, CARLOS","330M","",4
529,"CAPITAL I, EL","MARX, CARLOS","330M","",6
530,"CAPITAL I, EL","MARX, CARLOS","330M","",7
531,"CAPITAL I, EL","MARX, CARLOS","330M","",8
532,"CAPITAL I, EL","MARX, CARLOS","330M","",6
533,"CAPITAL I, EL","MARX, CARLOS","330M","",7
534,"CAPITAL I, EL","MARX, CARLOS","330M","",4
535,"CAPITAL I, EL","MARX, CARLOS","330M","",4
536,"CAPITAL I, EL","MARX, CARLOS","330M","",10
537,"CAPITAL II, EL","MARX, CARLOS","330M","",1
538,"CAPITAL II, EL","MARX, CARLOS","330M","",0
539,"CAPITAL II, EL","MARX, CARLOS","330M","",3
540,"CAPITAL II, EL","MARX, CARLOS","330M","",1
541,"CAPITAL II, EL","MARX, CARLOS","330M","",1
542,"CAPITAL II, EL","MARX, CARLOS","330M","",3
543,"CAPITAL II, EL","MARX, CARLOS","330M","",2
544,"CAPITAL II, EL","MARX, CARLOS","330M","",0
545,"CAPITAL II, EL","MARX, CARLOS","330M","",2
546,"CAPITAL II, EL","MARX, CARLOS","330M","",0
547,"CAPITAL III, EL","MARX, CARLOS","330M","",1
548,"CAPITAL III, EL","MARX, CARLOS","330M","",3
549,"CAPITAL III, EL","MARX, CARLOS","330M","",2
550,"CAPITAL III, EL","MARX, CARLOS","330M","",3
551,"CAPITAL III, EL","MARX, CARLOS","330M","",3
552,"CAPITAL III, EL","MARX, CARLOS","330M","",7
553,"CAPITAL III, EL","MARX, CARLOS","330M","",4
554,"CAPITAL III, EL","MARX, CARLOS","330M","",0
555,"CAPITAL III, EL","MARX, CARLOS","330M","",2
556,"CAPITAL III, EL","MARX, CARLOS","330M","",4
561,"BIOQUIMICA","STRYER, LUBERT","574S","",8
563,"BIOQUIMICA","STRYER, LUBERT","574S","",7
578,"TRATADO DE ENDOCRINOLOGIA","WILLIAMS, ROBET H.","616 W","",6
595,"BIOQUIMICA DE HARPER","MARTIN, DAVID W.","574 M","",24
596,"BIOQUIMICA DE HARPER","MARTIN, DAVID W.","574 M","",27
607,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",0
608,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",1
609,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",2
610,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",3
611,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",1
612,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",0
613,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",1
614,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",4
615,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",2
616,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H","",4
647,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M","",0
648,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M","",0
649,"COURS DE LANGUE ET DE CIVILISATION FRANCAISES","MAUGER, G.","445 M","",4
650,"LE FRANCAIS ET LA VIE","MAUGER, G.","445 M","",0
651,"SOCRATES","MONDOLFO, R.","870 M","",2
652,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M","",2
653,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M","",0
654,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M","",0
655,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M","",0
656,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M","",0
657,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P","",1
658,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P","",3
659,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P","",0
660,"MENE","DIAZ S. RAMON","870 D","",4
661,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P","",0
662,"COMPENDIO DE PATOLOGIA MEDICA DE LOS ANIMALES DOMESTICOS","MORAN U. AMERICO","636 M","",11
663,"TRES TEMAS DE HISTORIA","CARRERA D. GERMAN","909 C","",6
664,"CONTRATO SOCIAL, EL","ROUSSEAU, J.J.","340 R","",1
665,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P","",1
666,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P","",4
667,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T","",1
668,"BIENES TERRENALES, LOS","HUBERMAN, LEO","330 H","",6
669,"FUNDAMENTOS DEL MUNDO MODERNO, LOS","ROMANO,RUGGIERO","909 R","",6
670,"EDUCACION Y LUCHA DE CLASE","PONCE, ANIBAL","370 P","",9
671,"TRATADO DE GEOGRAFIA HUMANA","DERRUAU, MAX","910 D","",2
672,"PSICOLOGIA DE LA ACTIVIDAD ESCOLAR","NOVAES, MARIA H.","150 N","",4
673,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T","",0
674,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T","",2
675,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T","",4
676,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T","",2
702,"INTRODUCCION A LA QUIMICA ANALITICA","SKOOG, DOUGLAS","543S","",11
703,"INTRODUCCION A LA QUIMICA ANALITICA","SKOOG, DOUGLAS","543S","",19
710,"HIDRAULICA DE LOS CANALES ABIERTOS","CHOW, VEN TE","627CH","",0
711,"HIDRAULICA DE LOS CANALES ABIERTOS","CHOW, VEN TE","627CH","",1
714,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C","",1
715,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C","",10
716,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C","",13
717,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C","",0
718,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C","",18
719,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C","",1
720,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C","",15
721,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C","",13
722,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330 C","",42
723,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C","",3
725,"GENETICA","STANSFIELD, WILLIAM","575S","",9
726,"GENETICA","STANSFIELD, WILLIAM","5755","",4
729,"GENETICA","STANSFIELD, WILLIAN","5755","",10
730,"GENETICA","STANSFIELD, WILLIAM","575S","",8
733,"GENETICA","STANSFIELD, WILLIAM","575S","",12
737,"CALCULO DIFERENCIAL E INTEGRAL","AYRES, FRANK","515 A","",12
742,"SERIE DE COMPENDIO SHAUM TEORIA Y PROBLEMAS","AYRES, FRANK","515A","",13
744,"BIOQUIMICA","LEHNINGER, ALBERT","574 L","",25
751,"BIOQUIMICA","LEHNINGER, ALBERT","574 L","",12
752,"BIOQUIMICA","LEHNINGER, ALBERT","574L","",16
784,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC E.","574 C","",20
788,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","574 C","",7
790,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","574C","",16
791,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","547 C","",9
794,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C","",2
795,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C","",2
796,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C","",0
797,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C","",2
798,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C","",0
800,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001","",1
802,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAN","001","",2
803,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001","",0
804,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",1
805,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",4
806,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",1
807,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",0
808,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",4
809,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",8
810,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",1
811,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",0
812,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",2
813,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L","",0
824,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",0
825,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",1
826,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",1
827,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",2
828,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",3
829,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",3
830,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",2
831,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",2
832,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",3
833,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F","",1
834,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",8
835,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",4
836,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",4
837,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",5
838,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",3
839,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",8
840,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",6
841,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",13
842,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",3
843,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K","",11
844,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",8
845,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",8
846,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",5
847,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",7
848,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",3
849,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",5
850,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",0
851,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",5
852,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",4
853,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K","",2
854,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A","",0
855,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A","",10
856,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330 A","",10
857,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A","",11
858,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A","",0
859,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A","",4
860,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A","",9
861,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A","",0
862,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A","",3
863,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A","",7
888,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","574 C","",16
889,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","574C","",9
898,"ESTADISTICA APLICADA","OSTLE, BERNARD","519 O","",13
904,"UN HOMBRE, UNA MUJER, UN HIJO","SEGAL, ERICH","800 S","",2
907,"MATERIALISMO HISTORICO, EL","BUJARIN, NICOLAS","100 B","",5
913,"PODRA SOBREVIVIR EL HOMBRE","FROMM, ERICH","150 E","",2
924,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G","",11
925,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G","",22
926,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G","",17
927,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348 G","",13
928,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G","",15
929,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G","",31
930,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G","",15
931,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G","",6
932,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G","",20
933,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G","",15
934,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",24
935,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",20
936,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",10
937,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",20
938,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",16
939,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",13
940,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",15
941,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",17
942,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",18
943,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G","",13
944,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A","",29
945,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A","",12
946,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346 A","",18
947,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A","",0
948,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A","",15
949,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A","",20
950,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346 A","",28
951,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A","",2
952,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A","",9
953,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A","",10
954,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L","",4
955,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L","",0
956,"FILOSOFIA Y EDUCACION","NEFF, FEDERICK","370 N","",1
957,"MANUAL DE HISTORIA DE EDUCACION","CAPILLO, HECTOR","370 C","",7
958,"FUNDAMENTOS DE LA NUEVA PEDAGOGIA","JESUALDO","370 J","",1
959,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L","",4
960,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L","",3
961,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L","",3
962,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L","",3
963,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L","",6
964,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P","",6
965,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P","",9
966,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P","",9
967,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P","",1
968,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P","",6
969,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P","",6
970,"FUNDAMENTOS Y ESTRUCTURA DEL JARDIN DE INFANTES","FRITZSCHE, CRISTINA","371 F","",14
971,"SILLANPAA","EEMIL, FRANS","800 F","",1
972,"LUZ Y EL ESPEJO, LA","MIJARES, AUGUSTO","800 M","",7
973,"PLATONISMO, EL","TAYLOR, ALFRED","100 T","",3
974,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C","",0
975,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C","",30
976,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C","",20
977,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C","",32
978,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C","",13
979,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C","",18
980,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C","",32
981,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C","",25
982,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C","",28
983,"CURSO PRACTICO DE LEGISLACION LABORAL","BRITO, JOSE","348 B","",7
984,"FARMACOLOGIA","LITTER, MANUEL.","615 L","",6
986,"FARMACOLOGIA","LITTER, MANUEL","615 L","",3
987,"FARMACOLOGIA EXPERIMENTAL","LITTER, MANUEL","615 L","",5
1039,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V","",9
1040,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V","",6
1041,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V","",8
1042,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V","",2
1043,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V","",8
1044,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V","",6
1045,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V","",5
1046,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V","",10
1047,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V","",3
1049,"DIAGNOSTICO HISTOLOGICO   TOMO I","DI FIORI , MARIANO","616 D","",3
1078,"EXPLOSION DEMOGRAFICA Y CRECIMIENTO ECONOMICO","MAZA, DOMINGO","312 M","",0
1079,"INMUNOLOGIA VETERINARIA","TIZARD, IAN","636T","",8
1080,"INMUNOLOGIA VETERINARIA","TIZARD, IAN","636T","",6
1091,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",10
1092,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",7
1093,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",8
1094,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",11
1095,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",7
1096,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",4
1097,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",4
1098,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",3
1099,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",8
1100,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M","",4
1101,"ECOLOGIA","ODUM, EUGENE P.","574O","",21
1102,"ECOLOGIA","ODUM, EUGENE P.","574O","",2
1103,"ECOLOGIA","ODUM, EUGENE P.","574O","",1
1104,"ECOLOGIA","ODUM, EUGENE P.","574O","",19
1105,"ECOLOGIA","ODUM, EUGENE P.","574 O","",9
1106,"GENETICA","STRICKBERGER, MONROE","575S","",24
1107,"GENETICA","STRICKBERGER, MONROE","575S","",14
1111,"GENETICA","STRICKBERGER, MONROE","575 S","",9
1112,"GENETICA","STRICKBERGER, MONROE","575S","",10
1113,"GENETICA","STRICKBERGER,MONROE","575 S","",25
1115,"GENETICA","STRICKBERGER, MONROE","575 S","",19
1116,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",1
1117,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",2
1118,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",1
1119,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",1
1120,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",2
1121,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",1
1122,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",2
1123,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",2
1124,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",1
1125,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W","",3
1126,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",1
1127,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",3
1128,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",5
1129,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",4
1130,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",7
1131,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",2
1132,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",0
1133,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",0
1134,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",3
1135,"MEDICINA VETERINARIA","BLOOD, D. C.","636B","",2
1136,"MEDICINA LEGAL","ROJAS, NERIO","340R","",7
1137,"MEDICINA LEGAL","ROJAS, NERIO","340R","",0
1138,"MEDICINA LEGAL","ROJAS, NERIO","340R","",10
1139,"MEDICINA LEGAL","ROJAS, NERIO","340R","",12
1140,"MEDICINA LEGAL","ROJAS, NERIO","340R","",17
1141,"MEDICINA LEGAL","ROJAS, NERIO","340R","",11
1142,"MEDICINA LEGAL","ROJAS, NERIO","340R","",0
1143,"MEDICINA LEGAL","ROJAS, NERIO","340R","",11
1144,"MEDICINA LEGAL","ROJAS, NERIO","340R","",4
1145,"MEDICINA LEGAL","ROJAS, NERIO","340R","",10
1146,"MEDICINA LEGAL","ROJAS, NERIO","340R","",10
1147,"MEDICINA LEGAL","ROJAS, NERIO","340R","",12
1149,"CURSO BREVE DE BIOQUIMICA","LEHNINGER,ALBERT","574L","",35
1151,"CURSO BREVE DE BIOQUIMICA","LEHNINGR, ALBERT","574 L","",16
1153,"CURSO BREVE DE BIOQUIMICA","LEHNINGER, ALBERT","5742","",27
1157,"BIOQUIMICA","LEHNINGER, ALBERT","","",14
1159,"TRATADO DE FISIOLOGIA MEDICA","GUYTON, ARTHUR C.","612G","",24
1160,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A","",1
1161,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A","",2
