21539,"EN LA CASA DEL PEZ QUE ESCUPE EL AGUA","HERRERA , FRANCISCO","800 H","",1
21540,"BOVES EL UROGALLO","HERRERA , FRANCISCO","800 H","",1
21541,"MANUEL PIAR","HERRERA , FRANCISCO","800 H","",2
21542,"MANUEL PIAR","HERRERA , FRANCISCO","800 H","",4
21543,"VIEJEROS DE INDIAS , LOS","HERRERA , FRANCISCO","800 H","",2
21544,"VIEJEROS DE INDIAS , LOS","HERRERA , FRANCISCO","800 H","",10
21545,"250 MILLONES LA HISTORIA SECRETA","CHITTY, NELSON","301CH","",2
21546,"CAUSA R , LA","YEPEZ , GUILLERMO","301 Y","",3
21547,"VENEZUELA: LA DEMOCRACIA BAJO PRESION","SERBIN , ANDRES","303 S","",15
21548,"ESTUDIO Y COMPRENSION DEL HOMBRE","SANCHEZ , ANGEL","574 S","",4
21549,"HIJO DE LAS TINIEBLAS , EL","COYNE , JOHN","813 C","",9
21550,"TESTAMENTO DE DIOS , EL","BERNARD , HENRI","863 B","",4
21551,"UNA MUJER LLAMADA POPPIE","JOUBERT,ELSA","813 J","",0
21552,"HIJO DEL TIEMPO","ASIMOR , ISAAC","813 A","",4
21553,"ORDEN DE BUSQUEDA","GUTCHEON , BETH","813 G","",1
21554,"GRAN ESPECTACULO SECRETO , EL","BARKER , CLIVE","823 B","",9
21555,"CASA DE CAMPO MAGICA , LA","HERBERT , JAMES","823 H","",2
21556,"CANCION DE KALI , LA","SIMMONS, DAN","813 S","",3
21557,"AMOS DE LA NOCHE, LOS","HODGE, BRIAN","813 H","",5
21558,"SANGRE DEL CORDERO, LA","MONTELEONE , THOMAS","813 M","",2
21559,"ULTRATUMBA","CAMPBELL, RAMSEY","823 M","",1
21560,"MUERTE DE USHER, LA","Mc.CAAMMON, ROBERT","813 M","",3
21561,"VAMPIROS DE LA MENTE, LOS","SIMMONS, DAN","813 S","",3
21562,"SOMBRA Y LA ESTRELLA, LA","KINSALE, LAURA","813 K","",15
21563,"TERMINAL","COOK, ROBIN","813 C","",6
21564,"IMAGENES MALDITAS","CAMPBELL, RAMSEY","823 C","",2
21565,"PANICO EN EL BOSQUE","WILSON, ROBERT","813 W","",1
21566,"CUBIL, EL","HERBERT,JAMES","823 H","",1
21567,"EYACULACION PRECOZ, LA","KAPLAN, HELEN","800 K","GRIJALBO",7
21568,"CABAÑA DEL ACANTILADO, LA","KEINZLEY, FRANCES","823 K","",2
21569,"CRANEO DE PLATA, EL","DANIELS, LES","813 D","",1
21570,"VIEJO VECINDARIO, EL","CORMAN, AVERY","813 C","",2
21571,"HERMANOS DE VINO","FANTE, JOHN","813 F","",0
21572,"TILLY VIUDA","COOKSON, CATHERINE","823 C","",2
21573,"LEON TRIUNFANTE, EL","CARR, PHILIPPA","823 C","",2
21574,"MAS ALLA DE LAS ESTRELLAS","DALEY, BRIAN","813 D","",2
21575,"AMO DEL JUEGO, EL","SHELDON, SIDNEY","813 S","",6
21576,"POST MORTEN","GISBERT, JOAN","813 G","",4
21577,"UNIVERSO DESBOCADO, EL","DAVIES, PAUL","813 D","",2
21578,"OTRO, EL","TRYON, THOMAS","813 T","",2
21579,"BOSQUE MITAGO","HOLDSTOCK, ROBERT","823 H","",5
21580,"MIKO","LUSTBADER, ERIC","813 L","",5
21581,"NINJA BLANCO, EL","LUSTBADER, ERIC","813 L","",7
21582,"MASADA","GANN, ERNEST","813 G","",0
21583,"CIUDAD DE MAHUN, LA","ALDERMAN, GILL","813 A","",1
21584,"POLLYANNA Y LAS FLORES DE AZAHAR","LUMMIS, H.","813 L","",0
21585,"MARX Y LOS SOCIALISMOS REALES","RANGEL, CARLOS","335 R","",3
21586,"REENCARNACION DE OMM SETI, LA","COTT, JONATHAN","813 C","",1
21587,"DESTINO DE MARY ROSE, EL","BLACKWOOD, CAROLINE","813 B","",5
21588,"MISTERIO Y TERROR 2","MONTERO, PEDRO","813 M","",10
21589,"LENGUAJE DEL CINE, EL","PERKINS, V.","070 P","",9
21590,"GUARDIAS,GUARDIAS","PRATCHETT, TERRY","813 P","",0
21591,"DICCIONARIO PRACTICO-SINONIMOS Y ANTONIMOS","CORRIPIO, FERNANDO","017 C","",10
21592,"ORTOGRAFIA","FUENTES, JUAN","017 F","",14
21593,"DICCIONARIO DE DUDAS E INCORRECCIONES EN EL IDIOMA","CORRIPIO, FERNANDO","017 C","",2
21594,"DICCIONARIO DE LA LENGUA ESPAÑOLA","GARCIA, RAMON","017 G","",12
21595,"DICCIONARIO DE LA LENGUA ESPAÑOLA","GARCIA, RAMON","017 G","",3
21596,"ESTADISTICA PARA ECONOMISTAS Y ADMINISTRADORES DE EMPRESAS","SHAO, STEPHEN","519 S","",6
21597,"ESBOZO DE UNA NUEVA GRAMATICA DE LA LENGUA ESPAÑOLA","REAL ACADEMIA ESPAÑOLA","410 R","",9
21598,"EDUCACION PREESCOLAR EN LA REGION ZULIANA , LA","AVILA, ELVA","370 A","",2
21599,"TORO SALVAJE","LA MOTTA, JAKE","800 L","",0
21600,"GORILAS EN LA NIEBLA","FOSSEY, DIAN","800 F","",2
21601,"FORMACION HISTORICO-SOCIAL DE AMERICA LATINA","CENDES","909 C","",4
21602,"DICCIONARIO USUAL","GARCIA, RAMON","017 G","",4
21603,"ESTRATIFICACION SOCIAL, LA","HODGES, HAROLD","301 H","",0
21604,"BALONCESTO, EL","NARANJO, ARMANDO","370 N","",3
21605,"JOVEN EMPINATE","PRIETO, LUIS","301 P","",2
21606,"INTRODUCCION A LA ECONOMIA:UN ENFOQUE ESTRUCTURALISTA","CASTRO, ANTONIO","330 C","",7
21607,"JUEGO DE GERALD, EL","KING, STEPHEN","813 K","",8
21608,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO I","REDONDO, A.","657 R","",9
21609,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO I","REDONDO, A.","657 R","",13
21610,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO I","REDONDO, A.","657 R","",12
21611,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO I","REDONDO, A.","657 R","",21
21612,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO I","REDONDO, A.","657 R","",12
21613,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO II","REDONDO, A.","657 R","",13
21614,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO II","REDONDO, A.","657 R","",12
21615,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO II","REDONDO, A.","657 R","",13
21616,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO II","REDONDO, A.","657 R","",15
21617,"CURSO PRACTICO DE CONTABILIDAD GENERAL Y SUPERIOR TOMO II","REDONDO, A.","657 R","",3
21618,"CRISIS BANCARIA VENEZOLANA, LA","FARACO, FRANCISCO","","",9
21619,"CRISIS BANCARIA VENEZOLANA, LA","FARACO, FRANCISCO","","",4
21620,"CRISIS BANCARIA VENEZOLANA, LA","FARACO, FRANCISCO","","",1
21621,"PREPARACION Y EVALUACION DE PROYECTOS","SAPAG, NASSIR.","658 S","",13
21622,"PREPARACION Y EVALUACION DE PROYECTOS","SAPAG, NASSIR","658 S","",8
21623,"PREPARACION Y EVALUACION DE PROYECTOS","SAPAG, NASSIR","658 S","",6
21624,"PREPARACION Y EVALUACION DE PROYECTOS","SAPAG, NASSIR","658 S","",9
21625,"PREPARACION Y EVALUACION DE PROYECTOS","SAPAG, NASSIR","658 S","",6
21626,"MICROECONOMIA","MADDALA, G. S.","330 M","",14
21627,"MICROECONOMIA","MADDALA, G. S.","330 M","",7
21628,"MICROECONOMIA","MADDALA, G. S.","330 M","",18
21629,"DIRECCION Y ADMINISTRACION DE EMPRESAS","DONELLY, JAMES","658 D","",6
21630,"DIRECCION Y ADMINISTRACION DE EMPRESAS","DONELLY, JAMES","658 D","",8
21631,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",10
21632,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",9
21633,"METODOLOGIA DE LA INVESTIGACION","HERNANDEZ, ROBERTO","001 H","",27
21634,"METODOLOGIA DE LA INVESTIGACION","HERNANDEZ, ROBERTO","001 H","",23
21635,"METODOLOGIA DE LA INVESTIGACION","HERNANDEZ, ROBERTO","001 H","",10
21636,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",13
21637,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",13
21638,"ADMINISTRACION","STONER, JAMES","658 S","",14
21639,"ADMINISTRACION","STONER, JAMES","658 S","",17
21640,"ADMINISTRACION","STONER, JAMES","658 S","",15
21641,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",23
21642,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",14
21643,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",16
21644,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",13
21645,"PUBLICIDAD","RUSSELL, J.","659 R","",3
21646,"TRATADO DE FISIOLOGIA MEDICA","GUYTON, ARTHUR","612 G","",8
21647,"TRATADO DE FISIOLOGIA MEDICA","GUYTON, ARTHUR","612 G","",5
21648,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",6
21649,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",12
21650,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",8
21651,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",8
21652,"MANUAL DEL CONTADOR","PATON, W. A.","657 P","",11
21653,"CURSO PRACTICO DE CONTABILIDAD","REDONDO., A.","657 R","",4
21654,"ESTADISTICA BASICA EN ADMINISTRACION","BERENSON, MARK","519 B","",18
21655,"ESTADISTICA BASICA EN ADMINISTRACION","BERENSON, MARK","519 B","",16
21656,"FUNDAMENTOS DE FISICA","BLATT, FRANK","530 B","",6
21657,"FUNDAMENTOS DE FISICA","BLATT, FRANK","530 B","",9
21658,"DESARROLLO PSICOLOGICO","CRAIG, GRACE","150 C","",13
21659,"DESARROLLO PSICOLOGICO","CRAIG, GRACE","150 C","",13
21660,"DESARROLLO PSICOLOGICO","CRAIG, GRACE","150 C","",13
21661,"DESARROLLO PSICOLOGICO","CRAIG, GRACE","150 C","",13
21662,"DESARROLLO PSICOLOGICO","CRAIG, GRACE","150 C","",17
21663,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",8
21664,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",11
21665,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",14
21666,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",1
21667,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",5
21668,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",12
21669,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",13
21670,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",16
21671,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",9
21672,"DICCIONARIO CUYAS SPANISH-ENGLISH","CUYAS, ARTURO","403 C","",11
21673,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",9
21674,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",13
21675,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",10
21676,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",11
21677,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",12
21678,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",13
21679,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",15
21680,"INVESTIGACION DE OPERACIONES EN LA CIENCIA ADMINISTRATIVA","GOULD, F.J.","658 G","",9
21681,"PSICOLOGIA UN NUEVO ENFOQUE","MORRIS, CHARLES","150 M","",15
21682,"PSICOLOGIA UN NUEVO ENFOQUE","MORRIS, CHARLES","150 M","",14
21683,"PSICOLOGIA UN NUEVO ENFOQUE","MORRIS, CHARLES","150 M","",14
21684,"PSICOLOGIA UN NUEVO ENFOQUE","MORRIS, CHARLES","150 M","",10
21685,"PSICOLOGIA UN NUEVO ENFOQUE","MORRIS, CHARLES","150 M","",14
21686,"PSICOLOGIA UN NUEVO ENFOQUE","MORRIS, CHARLES","150 M","",14
21687,"PSICOLOGIA UN NUEVO ENFOQUE","MORRIS, CHARLES","150 M","",4
21688,"PSICOLOGIA UN NUEVO ENFOQUE","MORRIS, CHARLES","150 M","",9
21689,"PUBLICIDAD","RUSSELL, J.","659 R","",6
21690,"PUBLICIDAD","RUSSELL, J.","659 R","",6
21691,"PUBLICIDAD","RUSSELL, J.","659 R","",8
21692,"PUBLICIDAD","RUSSELL, J.","659 R","",9
21693,"PUBLICIDAD","RUSSELL, J.","659 R","",9
21694,"PUBLICIDAD","RUSSELL, J.","659 R","",9
21695,"PUBLICIDAD","RUSSELL, J.","659 R","",11
21696,"PUBLICIDAD","RUSSELL, J.","659 R","",10
21697,"PUBLICIDAD","RUSSELL, J.","659 R","",7
21698,"PUBLICIDAD","RUSSELL, J.","659 R","",13
21699,"ADMINISTRACION","STONER, JAMES","658 S","",14
21700,"ADMINISTRACION","STONER, JAMES","658 S","",16
21701,"ADMINISTRACION","STONER, JAMES","658 S","",13
21702,"ADMINISTRACION","STONER, JAMES","658 S","",13
21703,"ADMINISTRACION","STONER, JAMES","658 S","",12
21704,"ADMINISTRACION","STONER, JAMES","658 S","",8
21705,"ADMINISTRACION","STONER, JAMES","658 S","",10
21706,"ADMINISTRACION","STONER, JAMES","658 S","",21
21707,"ADMINISTRACION","STONER, JAMES","658 S","",8
21708,"ADMINISTRACION","STONER, JAMES","658 S","",16
21709,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",13
21710,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",8
21711,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",13
21712,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",16
21713,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",18
21714,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",10
21715,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",6
21716,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",13
21717,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",8
21718,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",13
21719,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES","658 V","",11
21720,"PRESUPUESTOS","WELSCH, GLENN","658 W","",15
21721,"PRESUPUESTOS","WELSCH, GLENN","658 W","",14
21722,"PRESUPUESTOS","WELSCH, GLENN","658 W","",14
21723,"PRESUPUESTOS","WELSCH, GLENN","658 W","",20
21724,"PRESUPUESTOS","WELSCH, GLENN","658 W","",15
21725,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",17
21726,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",19
21727,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",6
21728,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",5
21729,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",14
21730,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",11
21731,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",12
21732,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",4
21733,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",13
21734,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA","150 W","",14
21735,"FISIOLOGIA MEDICA","GANONG, WILLIAM","611 G","",8
21736,"FISIOLOGIA MEDICA","GANONG, WILLIAM","611 G","",8
21737,"BIOQUIMICA DE HARPER","MORRAY, ROBERT","574 M","",10
21738,"BIOQUIMICA DE HARPER","MORRAY, ROBERT","574 M","",10
21739,"SEXUALIDAD HUMANA","MCCARY, JAMES","800 M","PRENTICE",17
21740,"SEXUALIDAD HUMANA","MCCARY, JAMES","800 M","",14
21741,"SEXUALIDAD HUMANA","MCCARY, JAMES","800 M","",5
21742,"SEXUALIDAD HUMANA","MCCARY, JAMES","800 M","",10
21743,"SEXUALIDAD HUMANA","MCCARY, JAMES","800 M","",13
21744,"FISIOLOGIA DE PEQUEÑAS Y GRANDES ESPECIES","RUCKEBUSCH, YVES","636 R","",5
21745,"FISIOLOGIA DE PEQUEÑAS Y GRANDES ESPECIES","RUCKEBUSCH, YVES","636 R","",4
21746,"TECNCAS VETERINARIAS","MC. CURNIN, DENNIS","636 M","",1
21747,"TECNICAS VETERINARIAS","MC. CURNIN, DENNIS","636 M","",2
21748,"TECNICAS VETERINARIAS","MC. CURNIN, DENNIS","636 M","",3
21749,"TECNICAS VETERINARIAS","MC. CURNIN, DENNIS","636 M","",2
21750,"TECNICAS VETERINARIAS","MC. CURNIN, DENNIS","636 M","",5
21751,"CRECIMIENTO Y FINALIZACION DEL CERDO","ENGLISH, PETER","636 E","",0
21752,"CRECIMIENTO Y FINALIZACION DEL CERDO","ENGLISH, PETER","636 E","",1
21753,"PRODUCCION AVICOLA","AUTIC,RICHARD","636 A","",6
21754,"PRODUCCION AVICOLA","AUTIC,RICHARD","636 A","",3
21755,"ENFERMEDADES DE LAS AVES","GORDON, R.F.","636 G","",5
21756,"ENFERMEDADES DE LAS AVES","GORDON, R.F.","636 G","",2
21757,"REPRODUCCION ANIMAL APLICADA","BEANDEN, H.","636 B","",1
21758,"REPRODUCCION ANIMAL APLICADA","BEANDEN, H.","636 B","",1
21759,"MANUAL DE PRODUCCION AVICOLA","NORTH, MACK","636 N","",6
21760,"MANUAL DE PRODUCCION AVICOLA","NORTH, MACK","636 N","",4
21761,"QUIMICA ORGANICA","MORRISON, ROBERT","547 M","",9
21762,"QUIMICA ORGANICA","MORRISON, ROBERT","547 M","",14
21763,"QUIMICA ORGANICA","MORRISON, ROBERT","547 M","",10
21764,"QUIMICA ORGANICA","MORRISON, ROBERT","547 M","",12
21765,"QUIMICA ORGANICA","MORRISON, ROBERT","547 M","",13
21766,"DIRECCION Y ADMINISTRACION DE EMPRESAS","DONNELLY, JAMES","658 D","",1
21767,"DIRECCION Y ADMINISTRACION DE EMPRESAS","DONNELLY, JAMES","658 D","",9
21768,"DIRECCION Y ADMINISTRACION DE EMPRESAS","DONNELLY, JAMES","658 D","",3
21769,"DIRECCION Y ADMINISTRACION DE EMPRESAS","DONNELLY, JAMES","658 D","",8
21770,"DIRECCION Y ADMINISTRACION DE EMPRESAS","DONNELLY, JAMES","658 D","",6
21771,"ORGANIZACIONES, LAS","GIBSON, JAMES","658 G","",12
21772,"ORGANIZACIONES, LAS","GIBSON, JAMES","658 G","",10
21773,"ORGANIZACIONES, LAS","GIBSON, JAMES","658 G","",12
21774,"ORGANIZACIONES, LAS","GIBSON, JAMES","658 G","",14
21775,"ORGANIZACIONES, LAS","GIBSON, JAMES","658 G","",4
21776,"QUIMICA INORGANICA","BUTLER, IAN","547 B","",6
21777,"QUIMICA INORGANICA","BUTLER, IAN","547 B","",3
21778,"DIRECCION DE PROYECTOS","WEISS, JOSEPH","658","",8
21779,"DIRECCION DE PROYECTOS","WEISS, JOSEPH","658","",7
21780,"CONTROL PRESUPUESTARIO","AMAT, JOAN","658 A","",9
21781,"CONTROL PRESUPUESTARIO","AMAT, JOAN","658 A","",11
21782,"LIBRO DEL HARVARD GRAPHICS 3, EL","OROS, JOSE","020 O","",3
21783,"COMO USAR HARVARD GRAPHICS PARA WINDOWS","ALTMAN, REBECCA","020 A","",1
21784,"EMPRESAS VENEZOLANAS SU GERENCIA, LAS","NAIN, MOISES","658 N","",5
21785,"INVESTIGACION DE OPERACIONES","TAHA, HAMDY","658 T","",11
21786,"INVESTIGACION DE OPERACIONES","TAHA, HAMDY","658 T","",13
21787,"INVESTIGACION DE OPERACIONES","TAHA, HAMDY","658 T","",11
21788,"INVESTIGACION DE OPERACIONES","TAHA, HAMDY","658 T","",6
21789,"INVESTIGACION DE OPERACIONES","TAHA, HAMDY","658 T","",13
21790,"PROBABILIDAD Y APLICACIONES ESTADISTICAS","MEYER, PAUL","519 M","",6
21791,"PROBABILIDAD Y APLICACIONES ESTADISTICAS","MEYER, PAUL","519 M","",12
21792,"PROBABILIDAD Y APLICACIONES ESTADISTICAS","MEYER, PAUL","519 M","",10
21793,"PROBABILIDAD Y APLICACIONES ESTADISTICAS","MEYER, PAUL","519 M","",17
21794,"PROBABILIDAD Y APLICACIONES ESTADISTICAS","MEYER, PAUL","519 M","",13
21795,"DIRECCION Y ADMINISTRACION  DE LA PRODUCCION Y DE LAS OPERACIONES","CHASE, RICHARD","658CH","",8
21796,"DIRECCION Y ADMINISTRACION  DE LA PRODUCCION Y DE LAS OPERACIONES","CHASE, RICHARD","658CH","",9
21797,"BUSQUEMOS A JUAN","ROSAS, JUAN","800 R","",2
21798,"MATRIMONIO, AMOR Y VIDA","ROCCA, GINO","800 R","",5
21799,"MANUAL DE ADMINISTRACION DE LA CALIDAD, EL","WALLER, JENNY","658 W","",9
21800,"JESUCRISTO 2000","MARCHAN, GUADALUPE","800 M","",7
21801,"MANUAL DEL SUPERVISOR, EL","TRUITT, MARK","658 T","",8
21802,"EL Y ELLA","EVATT, CRIS","800 E","",15
21803,"EL Y ELLA","EVATT, CRIS","800 E","",11
21804,"EL Y ELLA","EVATT, CRIS","800 E","",15
21805,"EL Y ELLA","EVATT, CRIS","800 E","",0
21806,"CRIMEN Y CASTIGO","DOSTOYEVSKI, FEDOR","808 D","",10
21807,"CRIMEN Y CASTIGO","DOSTOYEVSKI, FEDOR","808 D","",4
21808,"FAUSTO","GOETHE, JOHANN","808 G","",6
21809,"FAUSTO","GOETHE, JOHANN","808 G","",6
21810,"GAVIOTA, LA","CABALLERO, FERNAN","800 C","",5
21811,"GAVIOTA, LA","CABALLERO, FERNAN","800 C","",6
21812,"MARIA","ISAACS, JORGE","808 I","",10
21813,"RETRATO DE DORIAN GRAY, EL","WILDE, OSCAR","800 W","",11
21814,"WERTHER","GOETHE, JOHANN","808 G","",6
21815,"WERTHER","GOETHE, JOHANN","808 G","",2
21816,"MUJERCITAS","ALCOTT, LOUISE","800 A","",12
21817,"MERCADER DE VENECIA, EL","SHAKESPEARE, WILLIAM","808 S","",4
21818,"PASTOS Y FORRAJES","BERNAL, JAVIER","630 B","",8
21819,"PASTOS Y FORRAJES","BERNAL, JAVIER","630 B","",1
21820,"PASTOS Y FORRAJES","BERNAL, JAVIER","630 B","",2
21821,"PASTOS Y FORRAJES","BERNAL, JAVIER","630 B","",4
21822,"PASTOS Y FORRAJES","BERNAL, JAVIER","630 B","",2
21823,"PASTOS Y FORRAJES","BERNAL, JAVIER","630 B","",3
21824,"PASTOS Y FORRAJES","BERNAL, JAVIER","630 B","",3
21825,"PASTOS Y FORRAJES","BERNAL, JAVIER","630 B","",5
21826,"EMPRESAS VENEZOLANAS SU GERENCIA, LAS","NAIN MOISES","658N","",6
21827,"EMPRESAS VENEZOLANAS SU GERENCIA, LAS","NAIN, MOISES","658N","",6
21828,"CONTABILIDAD DE COSTOS","POLIMENI, RALPH","658P","",21
21829,"CONTABILIDAD DE COSTOS","POLIMENI, RALPH","658P","",20
21830,"CONTABILIDAD DE COSTOS","POLIMENI, RALPH","658P","",20
21831,"CONTABILIDAD DE COSTOS","POLIMENI, RALPH","658P","",14
21832,"CONTABILIDAD DE COSTOS","POLIMENI, RALPH","658P","",29
21833,"PSICOLOGIA","PAPALIA, DIANE","150P","",17
21834,"PSICOLOGIA","PAPALIA, DIANE","150P","",14
21835,"PSICOLOGIA. UN NUEVO ENFOQUE","MORRIS, CHARLES","150M","",6
21836,"PSICOLOGIA. UN NUEVO ENFOQUE","MORRIS, CHARLES","150M","",6
21837,"DESARROLLO HUMANO","PAPALIA, DIANE","150P","",18
21838,"DESARROLLO HUMANO","PAPALIA, DIANE","150P","",7
21839,"ANALISIS FINANCIERO EN INFLACION","MASSONS, JOAN","658M","",15
21840,"ESTADOS FINANCIEROS","KENNEDY, RALPH","658 K","",16
21841,"ESTADOS FINANCIEROS","KENNEDY, RALPH","658 K","",9
21842,"ESTADOS FINANCIEROS","KENNEDY, RALPH","658 K","",19
21843,"FUNDAMENTOS DE TEORIA ECONOMICA","TORO, JOSE","658T","",7
21844,"ECONOMIA","FISCHER, STANLEY","658F","",7
21845,"ECONOMIA","FISCHER, STANLEY","658F","",6
21846,"ECONOMIA","FISCHER, STANLEY","658F","",5
21847,"INTERNET","HAHN, HARLEY","020H","",9
21848,"INTERNET","HAHN, HARLEY","020H","",11
21849,"DOCUMENTACION AUTOMATIZADA EN LOS MEDIOS INFORMATIVOS","GARCIA, ANTONIO","025 G","",7
21850,"INFORMACION EN SUS NUEVOS ASPECTOS","CURRAS, EMILIA","025 C","",17
21851,"DEL DESCALABRO MEXICANO A LA CRISIS VENEZOLANA","TORO, ALFREDO","658T","",3
21852,"REGRESO DE CUMBRES BORRASCOSAS, EL","HAIRE, LIN","800H","",7
21853,"KAISHO, EL","LUSTBADER, ERIC","800L","",4
21854,"STRIPTEASE","HIAASEN, CARL","800H","",2
21855,"POEMAS","CAVAFIS, CONSTANDINOS","808C","",4
21856,"DIAMANTE DE JERUSALEN, EL","GORDON, NOAH","800 G","",4
21857,"RHADOPIS","MAHFUZ, NAGUIB","800M","",3
21858,"QUINTO EVANGELIO, EL","VANDENBERG, PHILIPP","800 V","",4
21859,"LISTA DE SCHINDLER, LA","KENEALLY, THOMAS","800K","EDICIONES B.",13
21860,"DESAFIO DE LOS ATLANTES, EL","DERVELLE, JEAN","800D","",5
21861,"ATLAS DE GEOGRAFIA","SOPENA, RAMON","780 S","RAMON SOPENA S.A.",6
21862,"GRAN LIBRO DEL SEXO","HOOPER, ANNE","800H","",16
21863,"RELACIONES HIDRICAS DE SUELOS Y PLANTAS","KRAMER, PAUL","581K","",3
21864,"RELACIONES HIDRICAS DE SUELOS Y PLANTAS","KRAMER, PAUL","581K","",1
21865,"RELACIONES HIDRICAS DE SUELOS Y PLANTAS","KRAMER, PAUL","581K","",2
21866,"RELACIONES HIDRICAS DE SUELOS Y PLANTAS","KRAMER, PAUL","581K","",3
21867,"RELACIONES HIDRICAS DE SUELOS Y PLANTAS","KRAMER, PAUL","581K","",5
21868,"RELACIONES HIDRICAS DE SUELOS Y PLANTAS","KRAMER, PAUL","581K","",2
21869,"RELACIONES HIDRICAS DE SUELOS Y PLANTAS","KRAMER, PAUL","581K","",1
